employee_id,timestamp,location,cpu,memory_percent,disk_percent,network_sent,network_received,process_count,is_suspicious
emp_1907,2025-05-15 13:21:36,Bahawalpur,13.92,48.95,37.25,140.33,106.65,64.56,0
emp_1916,2025-05-15 10:32:54,Bahawalpur,49.53,20.0,53.89,72.18,48.35,20.0,0
emp_1639,2025-05-15 15:08:36,Bahawalpur,11.33,63.22,90.0,80.07,92.02,55.84,0
emp_0581,2025-05-15 10:50:54,Bahawalpur,33.91,25.55,53.77,118.4,178.2,37.21,0
emp_1154,2025-05-15 12:25:30,Bahawalpur,13.02,62.03,87.77,141.24,217.55,43.61,0
emp_1596,2025-05-15 00:46:35,Karachi,91.18,84.16,79.83,505.15,399.48,121.07,0
emp_1120,2025-05-15 15:01:26,Bahawalpur,33.46,68.05,45.0,194.76,67.46,85.85,0
emp_1707,2025-05-15 14:36:45,Bahawalpur,36.58,63.71,48.67,25.03,37.72,54.66,0
emp_0368,2025-05-15 09:29:51,Bahawalpur,19.69,60.15,63.31,10.0,126.28,32.77,0
emp_0895,2025-05-15 12:07:20,Bahawalpur,43.54,61.47,69.72,73.53,10.0,73.38,0
emp_1385,2025-05-15 22:40:03,Faisalabad,98.69,73.72,81.5,598.23,632.41,157.58,1
emp_0378,2025-05-15 14:24:38,Bahawalpur,40.41,35.69,73.49,82.35,69.92,37.19,0
emp_1929,2025-05-15 13:29:05,Bahawalpur,15.98,48.43,41.11,13.59,20.04,70.45,0
emp_1944,2025-05-15 15:52:45,Bahawalpur,24.09,52.7,44.91,117.07,192.93,52.11,0
emp_1044,2025-05-15 13:51:36,Bahawalpur,5.0,73.7,53.16,105.08,87.84,49.87,0
emp_1788,2025-05-15 09:45:23,Bahawalpur,10.34,42.98,61.49,152.09,68.49,43.23,0
emp_0056,2025-05-15 11:03:33,Bahawalpur,20.56,39.4,40.6,104.19,45.98,26.45,0
emp_1629,2025-05-15 12:09:03,Bahawalpur,26.09,42.61,67.37,98.08,76.66,24.23,0
emp_0022,2025-05-15 14:55:45,Bahawalpur,22.75,40.82,67.37,82.1,93.03,64.79,0
emp_0402,2025-05-15 00:02:06,Lahore,90.0,89.46,72.62,726.58,623.54,116.55,1
emp_0744,2025-05-15 10:47:28,Bahawalpur,23.82,22.52,52.98,148.99,175.24,20.0,0
emp_0502,2025-05-15 11:11:14,Bahawalpur,24.45,52.15,80.84,107.24,125.0,21.57,0
emp_0438,2025-05-15 09:31:17,Bahawalpur,50.05,66.06,44.64,159.04,29.18,20.0,0
emp_1868,2025-05-15 14:21:00,Bahawalpur,7.93,80.0,48.49,105.0,101.03,38.33,0
emp_0587,2025-05-15 15:34:14,Bahawalpur,69.21,72.87,56.79,55.72,175.69,52.86,0
emp_1558,2025-05-15 00:38:44,Rawalpindi,90.0,94.26,82.07,798.67,1000.0,154.65,1
emp_1533,2025-05-15 15:02:17,Bahawalpur,52.81,57.19,74.99,96.29,132.95,82.91,0
emp_0957,2025-05-15 15:42:38,Bahawalpur,36.46,45.05,55.29,107.03,90.7,35.68,0
emp_0677,2025-05-15 15:27:19,Bahawalpur,28.98,28.63,62.18,28.72,12.86,20.96,0
emp_1166,2025-05-15 09:21:12,Bahawalpur,5.0,40.35,41.28,122.61,168.88,41.53,0
emp_1667,2025-05-15 14:15:53,Bahawalpur,38.84,37.54,35.88,88.27,171.98,73.93,0
emp_1524,2025-05-15 15:22:12,Bahawalpur,41.48,46.8,57.64,125.7,148.12,46.08,0
emp_1097,2025-05-15 11:13:23,Bahawalpur,38.83,65.75,61.9,34.01,124.67,33.72,0
emp_0704,2025-05-15 15:48:51,Bahawalpur,8.1,80.0,37.94,95.33,38.43,57.43,0
emp_1359,2025-05-15 10:57:38,Bahawalpur,31.15,62.66,50.92,95.55,109.05,39.42,0
emp_1197,2025-05-15 15:15:04,Bahawalpur,40.36,37.39,43.01,157.76,159.25,36.47,0
emp_0923,2025-05-15 19:06:22,Faisalabad,95.08,78.13,100.0,392.95,318.09,200.0,1
emp_0834,2025-05-15 10:54:37,Bahawalpur,26.39,25.1,39.53,105.09,41.2,36.49,0
emp_0591,2025-05-15 11:03:17,Bahawalpur,44.83,40.65,75.75,110.13,178.85,56.76,1
emp_0562,2025-05-15 14:01:46,Bahawalpur,41.47,41.38,62.26,111.16,136.8,83.19,0
emp_0185,2025-05-15 23:06:17,Rawalpindi,92.19,90.95,83.09,362.18,807.25,160.61,0
emp_1055,2025-05-15 09:56:21,Bahawalpur,62.93,67.64,82.3,83.02,112.17,73.45,0
emp_0681,2025-05-15 09:10:20,Bahawalpur,20.64,65.47,50.21,90.47,61.56,47.19,0
emp_0041,2025-05-15 15:05:18,Bahawalpur,70.55,46.54,76.55,172.1,110.95,33.16,0
emp_1107,2025-05-15 15:42:06,Bahawalpur,5.0,66.32,50.91,126.71,118.29,39.6,0
emp_1686,2025-05-15 10:34:45,Bahawalpur,44.13,43.15,64.81,137.02,40.19,73.71,0
emp_0460,2025-05-15 11:40:29,Bahawalpur,34.25,31.17,63.9,150.89,143.57,68.04,0
emp_1457,2025-05-15 12:44:02,Bahawalpur,20.04,66.54,59.45,134.82,114.05,57.34,0
emp_1623,2025-05-15 13:24:04,Bahawalpur,9.66,46.34,74.53,141.12,155.41,59.52,0
emp_0362,2025-05-15 14:46:26,Bahawalpur,34.96,45.46,39.52,75.93,131.29,88.87,0
emp_1804,2025-05-15 09:31:58,Bahawalpur,19.6,24.87,64.37,142.35,55.14,47.01,0
emp_1991,2025-05-15 09:35:46,Bahawalpur,23.93,69.32,56.82,115.09,120.28,100.0,0
emp_0752,2025-05-15 14:49:14,Bahawalpur,25.08,40.05,53.24,122.76,121.09,41.55,1
emp_0629,2025-05-15 15:34:28,Bahawalpur,31.05,62.99,47.0,157.92,63.21,86.36,0
emp_1174,2025-05-15 00:00:40,Karachi,95.16,89.59,88.34,771.27,385.7,114.21,0
emp_1525,2025-05-15 13:21:54,Bahawalpur,40.97,62.79,69.46,28.47,82.1,46.13,0
emp_1408,2025-05-15 15:57:09,Bahawalpur,51.71,54.09,74.5,118.25,155.17,63.52,0
emp_0780,2025-05-15 10:49:30,Bahawalpur,30.94,60.43,81.18,50.6,107.17,20.0,0
emp_1962,2025-05-15 15:52:48,Bahawalpur,34.43,54.51,82.06,169.92,118.48,85.33,0
emp_0663,2025-05-15 15:12:43,Bahawalpur,39.9,73.91,46.77,106.08,117.74,69.09,0
emp_1725,2025-05-15 11:28:07,Bahawalpur,28.57,26.89,72.67,135.67,201.87,52.58,1
emp_0605,2025-05-15 18:11:07,Karachi,91.92,70.69,94.98,300.0,681.66,200.0,1
emp_1973,2025-05-15 15:45:55,Bahawalpur,37.3,63.61,46.03,112.35,65.06,64.14,0
emp_0992,2025-05-15 10:26:50,Bahawalpur,14.42,42.46,77.96,60.18,141.38,20.0,0
emp_0552,2025-05-15 09:07:04,Bahawalpur,19.76,54.93,63.84,141.64,108.85,36.64,0
emp_1616,2025-05-15 10:05:46,Bahawalpur,51.74,72.57,67.91,73.45,49.93,20.0,0
emp_0135,2025-05-15 13:05:15,Bahawalpur,42.03,34.91,57.58,96.49,161.32,54.15,1
emp_1329,2025-05-15 09:38:01,Bahawalpur,29.35,37.59,69.97,169.84,19.78,36.33,1
emp_0380,2025-05-15 09:36:16,Bahawalpur,18.21,58.27,47.32,82.02,85.48,54.93,0
emp_0925,2025-05-15 09:09:12,Bahawalpur,18.23,39.36,52.22,144.93,163.24,75.01,0
emp_0585,2025-05-15 11:03:23,Bahawalpur,9.81,40.48,59.38,149.39,140.27,45.65,0
emp_0491,2025-05-15 09:45:51,Bahawalpur,18.99,42.09,61.85,161.96,106.55,20.0,0
emp_0605,2025-05-15 04:55:53,Islamabad,92.62,70.65,86.32,651.48,592.58,151.62,1
emp_1780,2025-05-15 14:02:05,Bahawalpur,5.0,59.84,79.28,212.85,89.07,44.01,0
emp_0909,2025-05-15 14:24:33,Bahawalpur,9.51,53.8,49.44,184.68,168.88,28.81,0
emp_0849,2025-05-15 09:52:18,Bahawalpur,54.16,57.92,50.56,112.36,108.65,20.0,0
emp_0174,2025-05-15 13:09:16,Bahawalpur,56.45,57.16,51.4,86.13,152.81,35.28,0
emp_0459,2025-05-15 14:28:26,Bahawalpur,55.25,32.56,64.84,21.6,143.54,71.7,0
emp_0969,2025-05-15 11:57:53,Bahawalpur,45.57,46.16,71.67,148.69,153.02,26.86,0
emp_0341,2025-05-15 14:45:33,Bahawalpur,23.05,50.01,44.88,70.93,29.96,38.13,0
emp_1241,2025-05-15 12:50:23,Bahawalpur,22.42,77.84,66.04,58.82,71.14,63.87,1
emp_0673,2025-05-15 13:45:59,Bahawalpur,21.87,41.11,40.37,152.59,93.13,20.0,0
emp_1295,2025-05-15 14:06:33,Bahawalpur,5.21,43.92,53.48,118.17,87.13,72.89,0
emp_1995,2025-05-15 12:00:12,Bahawalpur,21.21,26.16,75.51,113.73,76.39,67.62,0
emp_1689,2025-05-15 02:50:07,Karachi,93.8,83.11,79.48,727.59,589.16,191.57,1
emp_1050,2025-05-15 11:18:00,Bahawalpur,56.81,74.07,74.35,68.41,77.5,40.59,0
emp_0359,2025-05-15 15:59:18,Bahawalpur,13.09,58.58,79.92,226.02,152.48,57.23,0
emp_1205,2025-05-15 15:39:23,Bahawalpur,39.49,49.49,59.05,89.59,73.02,50.25,0
emp_1286,2025-05-15 08:28:35,Rawalpindi,90.0,100.0,92.35,491.99,663.03,109.27,0
emp_1214,2025-05-15 13:57:16,Bahawalpur,41.1,46.1,80.69,10.0,128.84,58.47,0
emp_1812,2025-05-15 15:52:53,Bahawalpur,34.59,38.52,62.04,72.12,110.25,53.79,0
emp_1517,2025-05-15 16:25:35,Bahawalpur,50.1,56.28,53.03,118.17,76.61,56.21,0
emp_0862,2025-05-15 09:11:29,Bahawalpur,47.15,47.83,70.38,10.0,95.49,43.77,0
emp_0935,2025-05-15 14:24:35,Bahawalpur,24.41,39.9,51.94,133.45,126.13,81.6,0
emp_0117,2025-05-15 09:08:15,Bahawalpur,62.47,69.76,74.76,30.48,110.27,74.18,1
emp_0245,2025-05-15 08:58:18,Islamabad,98.22,70.0,80.38,554.59,890.89,132.56,1
emp_1911,2025-05-15 13:44:50,Bahawalpur,41.23,55.69,81.12,61.75,141.13,40.21,0
emp_1171,2025-05-15 11:43:01,Bahawalpur,9.22,47.74,90.0,97.54,70.72,43.57,0
emp_0469,2025-05-15 11:58:13,Bahawalpur,33.87,62.45,38.35,95.57,114.07,30.75,0
emp_0245,2025-05-15 04:40:29,Faisalabad,100.0,70.0,93.97,581.06,410.16,146.98,1
emp_0036,2025-05-15 15:37:40,Bahawalpur,30.62,65.56,65.02,173.9,50.32,52.72,0
emp_1555,2025-05-15 09:20:53,Bahawalpur,36.81,52.98,53.74,106.55,51.56,43.37,0
emp_0435,2025-05-15 14:53:52,Bahawalpur,73.55,73.82,39.5,50.08,240.85,70.74,0
emp_0277,2025-05-15 12:13:29,Bahawalpur,38.56,37.19,42.27,130.96,45.34,62.84,0
emp_1418,2025-05-15 10:40:44,Bahawalpur,23.99,68.62,40.05,10.0,10.0,55.65,0
emp_0888,2025-05-15 15:59:10,Bahawalpur,28.57,50.96,63.17,107.4,151.79,65.12,0
emp_1583,2025-05-15 09:10:37,Bahawalpur,29.71,40.15,62.85,170.28,10.0,55.14,0
emp_0795,2025-05-15 16:40:16,Bahawalpur,32.42,42.77,90.0,62.75,130.94,35.89,0
emp_1192,2025-05-15 11:04:44,Bahawalpur,43.59,39.44,55.94,156.32,103.8,41.52,0
emp_1950,2025-05-15 16:03:55,Bahawalpur,5.0,77.87,64.44,189.21,41.04,47.04,0
emp_1452,2025-05-15 12:47:58,Bahawalpur,5.0,50.75,67.64,76.04,104.61,20.0,0
emp_0179,2025-05-15 17:12:43,Islamabad,90.0,99.33,93.57,886.14,829.4,167.77,0
emp_0511,2025-05-15 19:20:01,Lahore,96.35,70.0,89.48,819.05,878.69,147.98,1
emp_0910,2025-05-15 13:37:12,Bahawalpur,26.07,29.58,36.65,125.96,105.75,66.76,0
emp_1554,2025-05-15 09:34:44,Bahawalpur,23.08,20.0,82.09,132.58,107.9,39.24,0
emp_1711,2025-05-15 13:51:46,Bahawalpur,30.49,54.8,74.46,178.85,142.89,21.47,0
emp_1506,2025-05-15 15:55:43,Bahawalpur,32.11,39.86,57.78,113.97,70.75,50.83,0
emp_1015,2025-05-15 16:18:40,Bahawalpur,21.07,71.17,45.98,27.81,204.94,61.6,0
emp_1122,2025-05-15 09:18:36,Bahawalpur,10.63,35.82,62.23,107.11,89.77,74.52,0
emp_0715,2025-05-15 14:35:16,Bahawalpur,36.13,40.91,68.03,107.62,39.63,45.87,0
emp_0552,2025-05-15 13:00:43,Bahawalpur,19.19,65.04,62.11,202.75,132.97,27.31,0
emp_0940,2025-05-15 11:48:32,Bahawalpur,8.14,31.37,90.0,158.06,36.95,56.66,0
emp_1091,2025-05-15 16:05:56,Bahawalpur,50.75,50.22,66.95,92.64,72.86,60.0,0
emp_1197,2025-05-15 10:00:26,Bahawalpur,11.29,41.88,63.82,99.81,106.19,28.0,0
emp_0240,2025-05-15 06:13:46,Lahore,90.0,100.0,77.67,445.52,489.71,154.94,1
emp_1579,2025-05-15 09:20:50,Bahawalpur,21.16,59.33,31.67,94.84,83.43,23.1,0
emp_1238,2025-05-15 12:08:01,Bahawalpur,45.93,60.98,78.49,60.15,159.16,68.24,0
emp_1997,2025-05-15 13:06:12,Bahawalpur,37.83,37.15,90.0,168.4,85.0,46.44,0
emp_0681,2025-05-15 14:32:04,Bahawalpur,17.22,20.0,60.17,102.79,82.77,43.23,0
emp_1950,2025-05-15 16:20:48,Bahawalpur,9.11,59.93,58.01,58.55,142.72,39.98,0
emp_1107,2025-05-15 15:55:28,Bahawalpur,49.85,37.0,88.71,62.55,83.23,63.65,0
emp_1420,2025-05-15 10:08:26,Bahawalpur,63.91,41.11,74.09,33.25,67.95,70.48,0
emp_0623,2025-05-15 16:04:29,Bahawalpur,43.85,40.84,69.55,77.08,115.97,73.45,0
emp_1457,2025-05-15 11:30:09,Bahawalpur,32.05,31.89,30.0,158.37,149.6,50.59,0
emp_1013,2025-05-15 15:26:30,Bahawalpur,22.28,20.0,45.99,143.73,84.66,65.48,0
emp_0965,2025-05-15 14:54:53,Bahawalpur,41.24,54.21,43.75,186.19,168.09,29.88,0
emp_1483,2025-05-15 02:53:08,Rawalpindi,96.25,85.98,94.66,639.11,1000.0,136.83,0
emp_1330,2025-05-15 10:12:55,Bahawalpur,17.06,44.65,48.52,151.69,60.36,60.28,0
emp_0153,2025-05-15 16:15:17,Bahawalpur,21.22,55.88,69.39,50.26,85.75,72.01,0
emp_0434,2025-05-15 12:09:45,Bahawalpur,10.09,24.12,53.23,10.0,77.36,20.0,0
emp_0766,2025-05-15 11:39:54,Bahawalpur,41.65,75.25,68.75,89.06,180.72,60.84,0
emp_1173,2025-05-15 10:11:20,Bahawalpur,48.35,55.33,49.54,129.36,10.0,73.88,0
emp_0844,2025-05-15 12:40:39,Bahawalpur,5.0,76.65,68.4,65.83,166.29,51.55,0
emp_0985,2025-05-15 11:13:21,Bahawalpur,48.45,47.09,63.11,161.5,80.29,63.41,0
emp_1050,2025-05-15 10:01:10,Bahawalpur,26.07,54.08,78.28,39.41,85.61,76.37,0
emp_0920,2025-05-15 12:54:24,Bahawalpur,15.2,79.26,79.27,76.91,99.57,33.25,0
emp_0879,2025-05-15 15:22:06,Bahawalpur,28.13,48.38,59.91,52.74,60.07,70.57,0
emp_1369,2025-05-15 09:53:35,Bahawalpur,27.04,27.99,75.1,102.3,70.88,44.17,0
emp_1066,2025-05-15 15:44:30,Bahawalpur,18.47,32.43,61.17,123.49,155.53,35.68,0
emp_1909,2025-05-15 12:48:59,Bahawalpur,43.66,44.99,41.86,102.38,224.86,50.98,0
emp_0765,2025-05-15 15:35:47,Bahawalpur,40.21,57.21,69.07,117.61,144.28,36.02,0
emp_0201,2025-05-15 15:10:36,Bahawalpur,28.17,31.69,43.97,31.1,127.7,47.69,0
emp_1235,2025-05-15 10:07:24,Bahawalpur,36.8,47.82,50.3,64.1,46.35,42.72,0
emp_0402,2025-05-15 20:29:42,Karachi,98.74,93.6,77.28,1000.0,573.9,152.63,0
emp_1768,2025-05-15 12:13:46,Bahawalpur,15.18,66.29,73.53,135.05,115.44,44.22,0
emp_1654,2025-05-15 12:45:25,Bahawalpur,29.87,35.58,47.74,148.29,142.93,20.0,0
emp_0703,2025-05-15 14:19:11,Bahawalpur,44.94,53.34,52.48,145.56,156.38,52.81,0
emp_1930,2025-05-15 23:29:44,Karachi,92.77,87.01,89.81,551.06,562.43,164.53,0
emp_1316,2025-05-15 09:38:23,Bahawalpur,44.12,53.53,62.07,60.45,134.89,39.77,0
emp_0036,2025-05-15 10:14:47,Bahawalpur,34.1,20.0,58.62,100.8,139.73,69.47,0
emp_1361,2025-05-15 12:26:05,Bahawalpur,30.82,32.22,62.67,84.36,139.97,71.16,0
emp_1435,2025-05-15 09:38:38,Bahawalpur,42.27,63.21,54.32,160.82,53.57,42.53,0
emp_0700,2025-05-15 13:32:20,Bahawalpur,31.82,52.76,71.1,127.18,21.05,75.9,0
emp_0739,2025-05-15 10:51:31,Bahawalpur,16.89,55.67,57.31,124.11,53.86,54.27,0
emp_1595,2025-05-15 13:00:44,Bahawalpur,6.37,66.61,68.84,118.92,36.5,44.28,0
emp_1729,2025-05-15 13:01:55,Bahawalpur,61.14,69.41,58.54,79.86,145.23,46.81,0
emp_0608,2025-05-15 13:56:12,Bahawalpur,41.36,66.34,30.0,23.94,133.83,89.27,0
emp_0819,2025-05-15 15:27:33,Bahawalpur,21.81,80.0,70.85,53.75,68.27,20.0,0
emp_0207,2025-05-15 11:15:57,Bahawalpur,24.25,28.53,70.68,42.32,174.26,49.88,0
emp_0576,2025-05-15 10:34:02,Bahawalpur,48.73,33.48,58.91,95.62,169.11,91.93,0
emp_1713,2025-05-15 14:26:37,Bahawalpur,6.21,45.45,78.85,76.97,126.92,83.08,0
emp_1823,2025-05-15 14:19:27,Bahawalpur,53.55,22.73,62.67,61.42,16.16,80.63,0
emp_0992,2025-05-15 09:24:19,Bahawalpur,32.49,43.95,64.1,146.96,96.36,55.49,0
emp_0579,2025-05-15 12:40:51,Bahawalpur,43.41,53.69,53.92,96.24,164.59,59.5,0
emp_0341,2025-05-15 15:15:57,Bahawalpur,35.54,45.65,54.1,110.15,117.93,25.39,0
emp_0596,2025-05-15 22:30:48,Islamabad,97.45,80.93,84.36,915.88,538.08,117.77,1
emp_1346,2025-05-15 15:13:45,Bahawalpur,28.43,62.57,42.53,128.96,108.9,43.15,0
emp_1301,2025-05-15 08:07:48,Rawalpindi,90.0,70.0,79.56,550.31,491.55,105.55,0
emp_0988,2025-05-15 15:17:34,Bahawalpur,46.09,79.55,90.0,105.74,93.9,31.15,0
emp_0218,2025-05-15 04:53:30,Lahore,92.83,78.63,89.57,790.73,337.69,143.6,0
emp_0971,2025-05-15 16:21:06,Bahawalpur,32.94,34.28,58.79,50.2,92.28,44.4,0
emp_1083,2025-05-15 15:35:56,Bahawalpur,19.29,30.28,59.2,86.3,115.28,28.53,0
emp_1570,2025-05-15 16:02:34,Bahawalpur,35.63,50.3,90.0,154.74,177.5,57.92,0
emp_1998,2025-05-15 18:02:34,Islamabad,93.13,86.42,71.62,518.73,518.43,100.0,1
emp_1615,2025-05-15 11:35:04,Bahawalpur,60.09,43.7,66.87,165.06,104.51,35.88,0
emp_0364,2025-05-15 13:34:22,Bahawalpur,46.89,37.8,63.06,114.53,88.93,37.23,0
emp_0943,2025-05-15 13:28:38,Bahawalpur,6.1,54.02,51.15,88.84,148.59,26.47,0
emp_0378,2025-05-15 11:10:35,Bahawalpur,54.79,38.71,40.71,109.53,66.31,84.12,0
emp_0003,2025-05-15 13:27:44,Bahawalpur,31.8,57.72,70.67,43.77,23.29,75.55,0
emp_0756,2025-05-15 11:38:50,Bahawalpur,63.95,27.88,31.37,15.44,149.51,26.42,0
emp_1341,2025-05-15 11:39:28,Bahawalpur,48.14,43.01,54.38,72.14,148.2,65.54,0
emp_1445,2025-05-15 15:03:13,Bahawalpur,6.91,36.67,58.49,127.06,117.6,56.68,0
emp_0336,2025-05-15 16:17:34,Bahawalpur,31.05,52.79,62.23,99.15,46.45,41.95,0
emp_1337,2025-05-15 13:26:21,Bahawalpur,42.12,73.14,76.6,111.36,118.78,54.76,0
emp_0903,2025-05-15 11:20:35,Bahawalpur,47.3,41.29,68.09,177.6,210.23,54.81,0
emp_0634,2025-05-15 16:46:58,Bahawalpur,5.0,20.0,83.76,41.39,72.52,28.97,0
emp_1992,2025-05-15 14:27:21,Bahawalpur,60.1,24.71,30.0,47.19,91.19,20.4,0
emp_1397,2025-05-15 13:45:04,Bahawalpur,12.17,51.47,54.96,168.58,130.26,25.98,0
emp_0727,2025-05-15 13:15:51,Bahawalpur,13.58,57.77,60.53,149.05,168.79,57.65,0
emp_1940,2025-05-15 11:22:33,Bahawalpur,34.65,40.26,82.05,87.19,80.75,62.86,0
emp_1527,2025-05-15 15:01:16,Bahawalpur,45.93,80.0,60.25,203.62,94.39,69.55,0
emp_1025,2025-05-15 12:19:48,Bahawalpur,28.46,67.79,63.18,118.0,122.27,37.41,0
emp_1078,2025-05-15 02:43:03,Rawalpindi,90.0,83.07,93.54,580.85,749.68,136.86,0
emp_0209,2025-05-15 12:44:54,Bahawalpur,5.0,34.18,51.19,107.48,151.21,63.88,0
emp_1688,2025-05-15 09:18:50,Bahawalpur,53.59,51.46,72.44,184.12,108.07,50.82,0
emp_1099,2025-05-15 11:22:31,Bahawalpur,35.46,62.72,64.69,81.01,160.95,56.9,0
emp_0003,2025-05-15 15:12:06,Bahawalpur,14.91,31.79,77.37,139.58,131.21,62.57,0
emp_0246,2025-05-15 09:23:19,Bahawalpur,35.99,24.14,75.0,187.19,96.88,52.82,0
emp_1778,2025-05-15 12:40:00,Bahawalpur,17.63,45.02,61.62,63.55,114.53,20.0,0
emp_1324,2025-05-15 16:37:01,Bahawalpur,26.77,61.31,69.15,112.35,20.18,45.16,0
emp_1052,2025-05-15 11:20:01,Bahawalpur,35.6,52.06,49.04,10.0,55.4,63.11,0
emp_1037,2025-05-15 09:15:16,Bahawalpur,20.85,40.04,63.24,55.19,125.57,68.76,0
emp_1684,2025-05-15 16:44:31,Bahawalpur,59.76,33.29,60.36,122.6,56.59,52.3,0
emp_1104,2025-05-15 20:21:27,Rawalpindi,97.78,73.5,95.86,741.52,300.0,155.6,1
emp_0857,2025-05-15 14:12:57,Bahawalpur,20.13,54.93,49.66,80.95,186.36,32.88,0
emp_1433,2025-05-15 15:19:05,Bahawalpur,36.84,73.97,56.23,152.01,35.05,56.52,0
emp_0957,2025-05-15 15:09:23,Bahawalpur,23.52,61.58,55.25,86.77,144.0,57.05,0
emp_0539,2025-05-15 12:51:38,Bahawalpur,11.86,52.98,34.35,111.96,108.49,88.15,0
emp_1241,2025-05-15 14:29:25,Bahawalpur,27.18,28.05,67.69,194.32,85.62,40.02,0
emp_1494,2025-05-15 10:14:41,Bahawalpur,31.35,57.28,74.36,126.82,27.87,53.91,0
emp_0255,2025-05-15 13:43:14,Bahawalpur,20.04,70.67,79.33,119.02,85.6,25.53,0
emp_0058,2025-05-15 11:37:38,Bahawalpur,30.85,48.13,56.77,157.17,107.51,64.25,0
emp_0677,2025-05-15 16:34:58,Bahawalpur,27.61,38.88,35.26,142.92,76.48,45.69,0
emp_1989,2025-05-15 11:38:56,Bahawalpur,32.65,73.96,80.81,53.88,89.64,32.91,0
emp_0601,2025-05-15 11:08:03,Bahawalpur,47.05,47.15,61.89,19.72,126.02,68.54,0
emp_0239,2025-05-15 02:11:09,Islamabad,94.81,80.33,70.0,686.61,473.13,189.18,0
emp_1499,2025-05-15 11:35:43,Bahawalpur,17.42,79.21,30.0,163.72,116.68,50.76,0
emp_1569,2025-05-15 12:09:51,Bahawalpur,27.07,48.22,57.88,155.26,128.07,20.52,0
emp_0225,2025-05-15 14:16:08,Bahawalpur,19.03,60.16,46.32,103.69,127.98,53.01,0
emp_0342,2025-05-15 14:09:03,Bahawalpur,38.76,56.01,73.73,40.74,119.56,44.29,0
emp_0532,2025-05-15 16:01:49,Bahawalpur,47.1,56.03,72.5,65.64,52.96,46.01,0
emp_0102,2025-05-15 14:36:40,Bahawalpur,47.59,42.86,45.83,108.25,33.22,36.79,0
emp_1734,2025-05-15 16:29:22,Bahawalpur,36.69,77.48,63.44,126.16,195.25,82.23,0
emp_1510,2025-05-15 14:25:30,Bahawalpur,36.89,68.97,50.68,136.29,56.05,88.55,0
emp_1725,2025-05-15 09:12:00,Bahawalpur,10.48,28.68,85.05,14.99,77.9,56.83,0
emp_0661,2025-05-15 12:29:03,Bahawalpur,29.97,63.69,73.64,33.82,157.9,70.46,0
emp_1502,2025-05-15 16:03:25,Bahawalpur,12.62,48.2,58.1,149.2,127.34,63.61,0
emp_1714,2025-05-15 15:05:43,Bahawalpur,36.03,47.37,44.82,80.25,77.75,49.52,0
emp_1586,2025-05-15 16:49:57,Bahawalpur,44.98,41.91,63.22,96.52,10.0,61.77,0
emp_0380,2025-05-15 13:29:12,Bahawalpur,23.44,36.3,85.9,58.35,182.82,59.9,0
emp_1284,2025-05-15 09:56:41,Bahawalpur,37.48,47.83,61.82,107.07,84.98,37.28,0
emp_1158,2025-05-15 11:48:19,Bahawalpur,24.37,55.93,56.66,165.33,145.17,41.16,1
emp_0356,2025-05-15 12:33:14,Bahawalpur,21.43,55.4,50.01,124.6,46.65,25.16,0
emp_1672,2025-05-15 10:44:59,Bahawalpur,7.43,51.66,50.66,61.23,89.79,81.5,0
emp_1509,2025-05-15 15:38:34,Bahawalpur,37.03,51.6,39.25,61.28,116.41,55.76,0
emp_1796,2025-05-15 15:37:57,Bahawalpur,23.73,54.87,79.77,58.21,95.2,50.96,0
emp_0174,2025-05-15 09:02:31,Bahawalpur,25.69,64.52,69.36,100.78,108.54,50.25,0
emp_1489,2025-05-15 11:27:30,Bahawalpur,43.83,36.67,70.1,155.67,55.68,55.21,0
emp_0097,2025-05-15 09:48:17,Bahawalpur,43.54,54.85,59.68,184.13,207.41,38.26,0
emp_0590,2025-05-15 14:17:40,Bahawalpur,25.58,54.76,79.72,123.54,140.63,37.03,0
emp_0891,2025-05-15 16:24:01,Bahawalpur,47.51,80.0,46.67,135.2,146.82,61.41,0
emp_1371,2025-05-15 10:14:32,Bahawalpur,30.38,46.23,67.44,10.0,96.0,60.44,0
emp_1266,2025-05-15 06:31:35,Karachi,91.35,79.91,96.37,781.38,483.44,123.62,0
emp_0989,2025-05-15 14:29:46,Bahawalpur,9.74,61.86,56.31,34.95,175.95,71.32,0
emp_0950,2025-05-15 14:49:53,Bahawalpur,22.75,20.0,73.24,181.17,118.25,71.44,1
emp_0880,2025-05-15 09:09:21,Bahawalpur,42.8,46.62,57.29,63.32,156.26,55.82,0
emp_1471,2025-05-15 15:35:46,Bahawalpur,26.82,32.89,39.01,106.99,70.57,82.83,0
emp_0243,2025-05-15 10:22:37,Bahawalpur,11.69,67.78,41.74,136.25,41.23,86.17,0
emp_0947,2025-05-15 13:24:32,Bahawalpur,40.95,77.93,58.75,86.22,95.58,40.36,0
emp_1008,2025-05-15 12:53:38,Bahawalpur,38.65,62.64,57.79,66.53,110.82,28.82,0
emp_0797,2025-05-15 08:49:49,Islamabad,90.56,79.42,100.0,439.99,899.1,116.71,1
emp_0791,2025-05-15 13:49:17,Bahawalpur,42.84,74.51,52.64,120.1,125.12,50.33,0
emp_1043,2025-05-15 09:00:35,Bahawalpur,18.66,48.59,64.53,43.26,93.72,48.43,0
emp_1932,2025-05-15 12:18:28,Bahawalpur,21.27,80.0,64.69,94.36,56.32,27.59,0
